Well No,District,Tahsil / Taluk,Village,Latitude,Longitude,Date of collection,TDS,NO2+NO3,Ca,Mg,Na,K,Cl,SO4,CO3,HCO3,F,pH_GEN,EC_GEN,HAR_Total,SAR,RSC,Na%,WnQn(Ph),WnQn(Ca),WnQn(Mg),WnQn(F),WnQn(Ec),WnQn(Har),WnQn(TDS),WaterQualityIndex
13015,Kancheepuram,Tambaram,Madurabakkam,"12°52'07""","80°10'11""",10-01-2019,1818,16,92,133.65,390,29,496,100,0,1012.6,0.05,7.5,3330,780,6.076242,1.00881,50.95107,3.896966667,1.625295061,14.75684001,3.450439596,3.67678842,0.86122972,0.722637911,28.99019738
13232,Kancheepuram,Tambaram,Tambaram,"12°55'50""","80°07'60""",10-01-2019,,,,,,,,,,,,,,,,,,-54.55753333,0,0,0,0,0,0,-54.55753333
13236A,Kancheepuram,Alandur,St.thomas Mount,"13°00'14""","80°11'43""",10-01-2019,754,26,72,53.46,116,2,142,76,0,353.8,0.57,7.7,1310,400,2.524078,0,38.54888,5.455753333,1.271970048,5.902736004,39.33501139,1.446424273,0.441656267,0.299707912,54.15325923
13237A,Kancheepuram,Alandur,Alandur,"13°00'16""","80°12'48""",10-01-2019,598,7,58,35.235,92,31,124,102,0,250.1,0.17,7.6,1060,290,2.351159,0,37.79341,4.67636,1.024642539,3.890439639,11.73149463,1.170389107,0.320200793,0.237699379,23.05122608
Lab Kpm02,Kancheepuram,Alandur,Anakaputhur,"12°58'06""","80°07'13""",10-01-2019,687,32,54,64.395,87,0.1,131,99,0,219.6,0.39,7.4,1180,400,1.892878,0,32.12295,3.117573333,0.953977536,7.110113823,26.91342885,1.302885987,0.441656267,0.273076042,40.11271184
LabKpm01,Kancheepuram,Tambaram,Rajakelpakkam,"12°54'57""","80°09'08""",10-01-2019,795,5,60,61.965,150,3,259,65,0,347.7,0.38,7.8,1470,405,3.243465,0,44.40149,6.235146667,1.05997504,6.841807641,26.22334093,1.62308678,0.44717697,0.316005027,42.74653905
HP11933,Kancheepuram,Tambaram,Madambakkam.113,"12°54'00""","80°08'52""",10-01-2019,805,18,96,53.46,119,1,199,49,0,414.8,0.12,7.7,1440,460,2.414733,0,35.96643,5.455753333,1.695960064,5.902736004,8.28105503,1.58996256,0.507904707,0.319979933,23.75335163
MWS2,Kancheepuram,Chenglepet,Mambakkam,"12°50'15""","80°10'00""",10-01-2019,214,2,38,20.655,16,1,35,3,0.1408629,149.8541,0.18,7,430,180,0.5190236,0,16.11922,0,0.671317525,2.280602547,12.42158255,0.474780487,0.19874532,0.085062988,16.13209141
MWS3,Kancheepuram,Tambaram,Chitlabakkam,"12°52'09""","80°11'23""",10-01-2019,1393,2,20,82.62,372,1,518,232,0,317.2,0.22,7.7,2400,390,8.195344,0,67.41174,5.455753333,0.353325013,9.122410188,15.18193422,2.6499376,0.43061486,0.553704406,33.74767962
MWS4,Kancheepuram,Tambaram,Erumpuliyur,"12°55'00""","80°06'31""",10-01-2019,1062,26,114,32.805,212,19,305,99,0,329.4,0.41,7.6,1810,420,4.502669,0,50.95847,4.67636,2.013952576,3.622133457,28.29360469,1.998494607,0.46373908,0.422135017,41.49041942
11718,Kancheepuram,Uthiramerur,Uthiramerur,"12°36'59""","79°45'43""",07-01-2019,939,8,18,23.085,302,34,149,18,0,719.8,0.41,7.9,1680,140,11.10633,9.00055,78.17451,7.01454,0.317992512,2.548908729,28.29360469,1.85495632,0.154579693,0.373243673,40.55782561
13010,Kancheepuram,Uthiramerur,Menalur,"12°35'01""","79°44'29""",07-01-2019,261,2,24,27.945,34,2,50,1,1.72234,183.2277,0.63,8,500,175,1.118395,0,29.41759,7.793933333,0.423990016,3.085521093,43.47553891,0.552070333,0.193224617,0.103745047,55.62802335
Hp11916A,Kancheepuram,Madhuranthagam,Salaiyur,"12°21'31""","79°57'03""",07-01-2019,1683,6,72,63.18,450,1,610,369,0,183,0.28,7.9,2840,440,9.335679,0,68.94262,7.01454,1.271970048,6.975960732,19.32246174,3.135759493,0.485821893,0.66897668,38.87549058
MWW26,Kancheepuram,Uthiramerur,Perunager-2,"12°39'03""","79°38'59""",07-01-2019,153,2,28,20.655,1,1,18,1,1.833749,123.087,0.26,8.2,310,155,0.03495502,0,1.373866,9.35272,0.494655019,2.280602547,17.9422859,0.342283607,0.171141803,0.060816062,30.64450494
13243,Kancheepuram,Madhuranthagam,L.endathur,"12°31'04""","79°46'12""",03-01-2019,605,2,60,29.16,117,12,241,58,0,158.6,0.13,7.6,1080,270,3.098971,0,47.16624,4.67636,1.05997504,3.219674184,8.971142949,1.19247192,0.29811798,0.240481813,19.65822389
KpmMWW6,Kancheepuram,Madhuranthagam,Ladakaranai,"12°31'12""","79°46'37""",03-01-2019,603,2,62,26.73,122,12,213,76,0,164.7,0.12,7.5,1090,265,3.26183,0,48.6528,3.896966667,1.095307541,2.951368002,8.28105503,1.203513327,0.292597277,0.239686832,17.96049468
13003,Kancheepuram,Madhuranthagam,Karusangal,"12°20'05""","79°44'47""",02-01-2019,155,2,24,18.225,9,0.1,18,1,0.2944219,124.693,0.23,7.4,310,135,0.337092,0,12.66324,3.117573333,0.423990016,2.012296365,15.87202214,0.342283607,0.14905899,0.061611043,21.97883549
HP11936,Kancheepuram,Madurandagam,Orathi,"12°22'50""","79°42'20""",02-01-2019,164,3,30,18.225,5,1,11,1,0.4148755,139.5693,0.22,7.5,320,150,0.1776714,0,6.712769,3.896966667,0.52998752,2.012296365,15.18193422,0.353325013,0.1656211,0.065188458,22.20531935
HP11955,Kancheepuram,Madurandagam,Velamur [ramapuram],"12°28'40""","79°46'00""",03-01-2019,620,2,58,37.665,113,11,230,61,0,201.3,0.15,7.2,1120,300,2.839258,0,43.92346,1.558786667,1.024642539,4.158745821,10.35131879,1.236637547,0.3312422,0.246444172,18.90781773
MWW8,Kancheepuram,Madhuranthagam,Velmaur,"12°28'37""","79°45'56""",03-01-2019,631,2,68,35.235,68,35,101,12,0,170.8,0.15,7.3,1100,315,1.667483,0,29.1528,2.33818,1.201305045,3.890439639,10.35131879,1.214554733,0.34780431,0.250816569,19.59441908
13005,Kancheepuram,Madurandagam,Sittravadi,"12°28'00""","79°54'50""",04-01-2019,301,6,34,19.44,55,0.1,64,11,0.559164,149.4209,0.31,7.6,570,165,1.863457,0,42.03497,4.67636,0.600652523,2.146449456,21.39272549,0.62936018,0.18218321,0.119644671,29.74737553
HP11935,Kancheepuram,Madurandagam,Thennampattu,"12°28'00""","79°55'40""",04-01-2019,703,26,68,34.02,135,5,89,13,0,488,0.31,7.4,1220,310,3.337059,1.805975,48.16006,3.117573333,1.201305045,3.756286548,21.39272549,1.347051613,0.342283607,0.279435892,31.43666153
11729,Kancheepuram,Madhuranthagam,Padalam,"12°35'31""","79°56'49""",02-01-2019,618,2,64,34.02,111,10,259,49,0,164.7,0.14,7.5,1110,300,2.789124,0,43.58649,3.896966667,1.130640043,3.756286548,9.661230868,1.22559614,0.3312422,0.245649191,20.24761166
13098,Kancheepuram,Madhuranthagam,Malaivayavur,"12°35'38""","79°53'37""",02-01-2019,612,2,56,32.805,113,12,241,78,0,140.3,0.29,7.5,1070,275,2.965573,0,45.86689,3.896966667,0.989310037,3.622133457,20.01254966,1.181430513,0.303638683,0.243264247,30.24929326
A13013,Kancheepuram,Madhuranthagam,Maduranthakam T.office,"12°30'33""","79°53'08""",02-01-2019,647,2,72,31.59,115,11,234,77,0,195.2,0.14,7.5,1150,310,2.842757,0,43.58776,3.896966667,1.271970048,3.487980366,9.661230868,1.269761767,0.342283607,0.257176418,20.18736974
A13241,Kancheepuram,Madhuranthagam,Maduranthagam Rdo Office,"12°29'55""","79°52'30""",02-01-2019,598,2,70,26.73,113,12,248,31,0,176.9,0.18,7.5,1090,285,2.913339,0,45.0316,3.896966667,1.236637547,2.951368002,12.42158255,1.203513327,0.31468009,0.237699379,22.26244756
HP11915,Kancheepuram,Madhuranthagam,Chittamur,"12°24'05""","79°53'40""",05-01-2019,725,3,16,42.525,182,34,174,49,0,427,0.68,7.6,1310,215,5.40045,2.701319,60.50598,4.67636,0.282660011,4.695358185,46.9259785,1.446424273,0.237390243,0.288180685,58.5523519
MWW14,Kancheepuram,Madhuranthagam,Kattudevadur,"12°23'48""","79°56'15""",05-01-2019,377,7,62,29.16,39,4,89,1,1.17902,198.7894,0.32,7.8,730,275,1.023564,0,23.26283,6.235146667,1.095307541,3.219674184,22.08281341,0.806022687,0.303638683,0.149853956,33.89245713
11717,Kancheepuram,Uthiramerur,Perunager-2,"12°39'03""","79°38'59""",07-01-2019,528,12,32,29.16,109,26,71,3,0,408.7,0.48,8,940,200,3.354038,2.70265,50.42419,7.793933333,0.565320021,3.219674184,33.12422012,1.037892227,0.220828133,0.209875037,46.17174306
11725,Kancheepuram,Uthiramerur,Thirupulivanam,"12°40'08""","79°45'37""",07-01-2019,117,1,24,13.365,2,0.1,11,5,0.8842183,94.06578,0.29,8,240,115,0.08116751,0,3.64446,7.793933333,0.423990016,1.475684001,20.01254966,0.26499376,0.126976177,0.0465064,30.14463334
11750,Kancheepuram,Uthiramerur,Sethanacheri,"12°40'47""","79°45'16""",07-01-2019,664,11,52,36.45,154,0.1,160,21,0,384.3,0.73,7.9,1230,280,4.005177,0.7047214,54.47969,7.01454,0.918645035,4.02459273,50.3764181,1.35809302,0.309159387,0.263933758,64.26538203
13013,Kancheepuram,Uthiramerur,Kavanipakkam,"12°43'19""","79°53'36""",07-01-2019,1184,39,62,40.095,294,24,206,120,0,530.7,1.05,7.8,1980,320,7.152531,2.305417,64.60176,6.235146667,1.095307541,4.427052003,72.45923151,2.18619852,0.353325013,0.47062887,87.22689013
kpmMWW20,Kancheepuram,Uthiramerur,Vinayagapuram,"12°40'25""","79°49'20""",07-01-2019,358,5,24,23.085,81,0.1,89,12,1.03162,173.9368,0.33,7.8,660,155,2.831202,0,53.19642,6.235146667,0.423990016,2.548908729,22.77290133,0.72873284,0.171141803,0.142301635,33.02312302
MWW11A,Kancheepuram,Madhuranthagam,Karunguzhi-IB,"12°32'35""","79°54'15""",07-01-2019,597,2,64,29.16,113,11,252,52,0,134.2,0.13,7.7,1080,280,2.93913,0,45.55349,5.455753333,1.130640043,3.219674184,8.971142949,1.19247192,0.309159387,0.237301888,20.5161437
MWW18,Kancheepuram,Uthiramerur,Karuveppam Poondi,"12°40'47""","79°45'16""",07-01-2019,716,11,36,31.59,184,27,71,12,0,610,0.79,7.5,1310,220,5.398415,5.602637,61.14169,3.896966667,0.635985024,3.487980366,54.51694561,1.446424273,0.242910947,0.28460327,64.51181616
HP11939,Kancheepuram,Uthiramerur,Salavakkam,"12°40'00""","79°53'40""",07-01-2019,449,9,58,17.01,86,3,85,8,1.852543,248.1077,0.55,7.9,810,215,2.552916,0,46.1158,7.01454,1.024642539,1.878143274,37.95483555,0.89435394,0.237390243,0.178473279,49.18237883
HP11953,Kancheepuram,Uthiramerur,Malayankulam,"12°42'30""","79°48'40""",07-01-2019,457,5,18,30.375,111,15,35,12,1.304815,348.6753,0.51,7.6,360,170,3.704292,2.360954,56.07923,4.67636,0.317992512,3.353827275,35.19448388,0.39749064,0.187703913,0.181653204,44.30951142
MWW21,Kancheepuram,Uthiramerur,Kurumberi,"12°39'57""","79°53'12""",07-01-2019,682,9,66,25.515,134,30,167,36,0,366,0.1,7.8,1200,270,3.549416,0.6059034,48.6157,6.235146667,1.165972544,2.817214911,6.900879192,1.3249688,0.29811798,0.271088589,19.01338868
13185,Kancheepuram,Sholinganallur,Injambakkam,"12°55'00""","80°15'07""",10-01-2019,372,5,46,23.085,55,7,96,25,0.4741501,159.51,0.11,7.5,680,210,1.651824,0,35.35525,3.896966667,0.812647531,2.548908729,7.590967111,0.750815653,0.23186954,0.147866503,15.98004173
13206,Kancheepuram,Sholinganallur,Palavakkam,"12°57'45""","80°15'30""",10-01-2019,694,14,82,17.01,143,12,181,50,0,292.8,0.13,7.5,1200,275,3.753644,0,51.75262,3.896966667,1.448632555,1.878143274,8.971142949,1.3249688,0.303638683,0.275858476,18.0993514
13230,Kancheepuram,Sholinganallur,Pallikaranai,"12°56'06""","80°12'25""",10-01-2019,981,5,24,44.955,257,37,277,136,0,366,0.37,7.4,1700,245,7.144133,1.10225,65.67243,3.117573333,0.423990016,4.963664367,25.53325301,1.877039133,0.270514463,0.389938279,36.5759726
13235,Kancheepuram,Alandur, Eass Pallavaram,"12°58'21""","80°09'13""",10-01-2019,444,13,48,29.16,65,3,113,52,0.2944219,124.693,0.34,7.4,770,240,1.826001,0,36.72336,3.117573333,0.847980032,3.219674184,23.46298925,0.850188313,0.26499376,0.176485826,31.9398847
13238m,Kancheepuram,Alandur,Pallavaram,"12°58'04""","80°09'01""",10-01-2019,688,12,80,32.805,121,6,167,63,0,329.4,0.21,7.4,1210,335,2.877344,0,43.46694,3.117573333,1.413300053,3.622133457,14.4918463,1.336010207,0.369887123,0.273473533,24.62422401
MWS5,Kancheepuram,Tambaram,Thiruneermalai,"12°57'33""","80°07'11""",10-01-2019,1210,6,72,80.19,273,2,468,151,0,274.5,0.53,7.3,2210,510,5.260375,0,53.68903,2.33818,1.271970048,8.854104006,36.57465972,2.440150873,0.56311174,0.480963626,52.52314001
13231,Kancheepuram,Sholinganallur,Vengivasal,"12°51'00""","80°10'13""",10-01-2019,976,4,54,70.47,214,0.1,287,192,0,280.6,0.32,7.5,1780,425,4.516952,0,52.28094,3.896966667,0.953977536,7.780879278,22.08281341,1.965370387,0.469259783,0.387950826,37.53721789
Lab Kpm03,Kancheepuram,Sholinganallur,Ottiambakkam,"12°51'37""","80°11'29""",10-01-2019,289,1,32,14.58,64,0.1,71,11,0.559164,149.4209,0.37,7.6,560,140,2.354157,0,49.86179,4.67636,0.565320021,1.609837092,25.53325301,0.618318773,0.154579693,0.114874783,33.27254337
MWS1A,Kancheepuram,Sholinganallur,Nanmangalam,"12°56'30""","80°10'01""",10-01-2019,846,4,50,63.18,173,7,248,101,0,372.1,0.3,7.5,1540,385,3.836582,0,48.86952,3.896966667,0.883312533,6.975960732,20.70263758,1.700376627,0.425094157,0.336277048,34.92062534
13001A,Kancheepuram,Cheyyur,Vilambur,"12°18'20""","80°00'40""",05-01-2019,533,1,36,44.955,103,1,152,48,0,286.7,0.57,7.5,1000,275,2.702717,0,44.79509,3.896966667,0.635985024,4.963664367,39.33501139,1.104140667,0.303638683,0.21186249,50.45126929
HP11916,Kancheepuram,Madhuranthagam,Kayappakkam,"12°20'45""","79°51'40""",05-01-2019,236,7,52,23.085,2,1,35,1,0.8842188,149.0842,0.32,7.8,460,225,0.05803106,0,1.888222,6.235146667,0.918645035,2.548908729,22.08281341,0.507904707,0.24843165,0.093807782,32.63565798
HP11956,Kancheepuram,Cheyyur,Puthirankottai,"12°18'30""","79°53'50""",05-01-2019,378,14,66,27.945,28.1,0.1,89,1,0.7970239,169.1779,0.24,7.7,680,280,0.7308921,0,17.92699,5.455753333,1.165972544,3.085521093,16.56211006,0.750815653,0.309159387,0.150251447,27.47958352
KpmMWW7,Kancheepuram,Cheyyur,Kannimangalam,"12°23'49""","79°53'27""",05-01-2019,278,1,44,21.87,29,6,71,10,0.7032425,149.2717,0.2,7.7,540,200,0.8924718,0,23.31513,5.455753333,0.777315029,2.414755638,13.80175838,0.59623596,0.220828133,0.110502387,23.37714886
MWW11,Kancheepuram,Cheyyur,Vedal,"12°18'03""","79°57'53""",05-01-2019,121,3,34,3.645,4,1,7,1,0.5599371,94.40852,0.17,7.8,220,100,0.1741333,0,7.922037,6.235146667,0.600652523,0.402459273,11.73149463,0.242910947,0.110414067,0.048096363,19.37117446
MWW2,Kancheepuram,Cheyyur,Chittamur Bdo,"12°24'25""","79°53'32""",05-01-2019,237,2,36,9.72,38,1,35,17,0.7032425,149.2717,0.33,7.7,430,130,1.450694,0,38.66534,5.455753333,0.635985024,1.073224728,22.77290133,0.474780487,0.143538287,0.094205272,30.65038846
MWW3,Kancheepuram,Cheyyur,Chunambedu,"12°15'30""","79°54'00""",05-01-2019,1481,3,144,68.04,273,28,638,256,0,122,0.29,7.4,2540,640,4.696656,0,46.79521,3.117573333,2.543940096,7.512573096,20.01254966,2.804517293,0.706650027,0.588683579,37.28648708
MWW1,Kancheepuram,Cheyyur,Chennakayapakkam,"12°21'11""","79°51'43""",05-01-2019,511,11,50,51.03,62,0.1,163,60,0,152.5,0.5,7.6,940,335,1.474062,0,28.70881,4.67636,0.883312533,5.634429822,34.50439596,1.037892227,0.369887123,0.203117697,47.30939536
A13015,Kancheepuram,Madhuranthagam,Acharapakkam Sangulam,"12°24'12""","79°48'54""",02-01-2019,197,2,26,19.44,23,1,28,1,1.111408,148.8489,0.23,7.9,390,145,0.8312238,0,25.50054,7.01454,0.459322517,2.146449456,15.87202214,0.43061486,0.160100397,0.078305648,26.16135502
A13023,Kancheepuram,Madhuranthagam,Acharpakkam Mosque,"12°24'22""","79°48'59""",02-01-2019,150,2,22,24.3,1,1,18,1,1.163592,123.7864,0.23,8,310,155,0.03495216,0,1.373646,7.793933333,0.388657515,2.68306182,15.87202214,0.342283607,0.171141803,0.05962359,27.31072381
11733,Kancheepuram,Cheyyur,Nedumaram,"12°26'05""","80°05'17""",04-01-2019,610,2,58,38.88,106,12,255,49,0,164.7,0.08,7.7,1100,305,2.641436,0,41.87204,5.455753333,1.024642539,4.292898912,5.520703353,1.214554733,0.336762903,0.242469266,18.08778504
13242,Kancheepuram,Cheyyur,Ammanur,"12°22'05""","80°00'10""",04-01-2019,597,7,42,44.955,115,1,188,59,0,231.8,0.29,7.8,1080,290,2.938606,0,46.21819,6.235146667,0.741982528,4.963664367,20.01254966,1.19247192,0.320200793,0.237301888,33.70331782
13251,Kancheepuram,Cheyyur,Mugaiyur,"12°24'00""","80°05'50""",04-01-2019,474,4,60,26.73,61,38,78,12,1.383157,293.5918,0.3,7.7,880,260,1.646511,0,30.08635,5.455753333,1.05997504,2.951368002,20.70263758,0.971643787,0.287076573,0.188410544,31.61686485
HP11917,Kancheepuram,Cheyyur,Sengattur . 171,"12°23'20""","80°00'30""",04-01-2019,390,6,44,24.3,60,14,99,1,2.338365,197.5987,0.34,8.1,720,210,1.801953,0,36.43346,8.573326667,0.777315029,2.68306182,23.46298925,0.79498128,0.23186954,0.155021334,36.67856492
MWW15,Kancheepuram,Cheyyur,Pavunjur Bdo,"12°26'45""","80°00'16""",04-01-2019,175,2,46,8.505,9,0.1,11,1,1.75359,148.1835,0.34,8.1,340,150,0.3198807,0,11.54962,8.573326667,0.812647531,0.939071637,23.46298925,0.375407827,0.1656211,0.069560855,34.39862487
23072A,Kancheepuram,Chenglepet,Thimmavaram,"12°43'19""","79°57'08""",08-01-2019,345,2,28,18.225,76,4,78,1,1.593146,213.3671,0.64,7.9,630,145,2.746733,0.6534317,52.43032,7.01454,0.494655019,2.012296365,44.16562683,0.69560862,0.160100397,0.137134257,54.67996148
KpmMWW7,Kancheepuram,Cheyyur,Kannimangalam,"12°23'49""","79°53'27""",05-07-2019,,,,,,,,,,,,,,,,,,-54.55753333,0,0,0,0,0,0,-54.55753333
13238,Kancheepuram,Chengalpattu,Kannivakkam,"12°47'50""","80°50'30""",04-07-2019,621,4,60,36.45,113,22,160,44,0,335.5,0.49,7.3,1150,300,2.839298,0,42.84688,2.33818,1.05997504,4.02459273,33.81430804,1.269761767,0.3312422,0.246841663,43.08490144
23047,Kancheepuram,Chenglepet,Devanur,"12°48'26""","79°55'33""",04-07-2019,620,8,66,37.665,111,4,188,25,0,305,0.58,7,1130,320,2.700517,0,42.63848,0,1.165972544,4.158745821,40.02509931,1.247678953,0.353325013,0.246444172,47.19726582
23072A,Kancheepuram,Chenglepet,Thimmavaram,"12°43'19""","79°57'08""",04-07-2019,487,1,46,32.805,87,8,149,38,0.2363907,199.7573,1.13,7.1,900,250,2.394571,0,42.1226,0.779393333,0.812647531,3.622133457,77.97993487,0.9937266,0.276035167,0.193577922,84.65744888
A13006,Kancheepuram,Chenglepet,Chengalpet Police Qtrs,"12°41'48""","79°58'34""",04-07-2019,867,10,118,49.815,112,36,245,18,0,488,0.37,7.6,1580,500,2.180014,0,30.87191,4.67636,2.084617579,5.500276731,25.53325301,1.744542253,0.552070333,0.34462435,40.43574426
HP11909,Kancheepuram,Chengalpattu,Ottivakkam,"12°47'25""","80°07'25""",04-07-2019,342,2,74,30.375,1,16,71,20,0.4710928,199.5163,0.43,7.4,660,310,0.02471997,0,0.6545718,3.117573333,1.307302549,3.353827275,29.67378052,0.72873284,0.342283607,0.135941785,38.65944191
HP11912,Kancheepuram,Chengalpattu,Karunilam,"12°45'40""","80°04'00""",04-07-2019,281,2,54,35.235,2,1,57,1,0.4710928,199.5163,0.79,7.4,570,280,0.05201608,0,1.524397,3.117573333,0.953977536,3.890439639,54.51694561,0.62936018,0.309159387,0.111694859,63.52915055
HP11926,Kancheepuram,Chengalpattu,Pattaravakkam,"12°42'56""","80°01'10""",04-07-2019,598,5,100,68.04,25,5,142,13,0,445.3,0.56,7.5,1180,530,0.4725903,0,9.211924,3.896966667,1.766625067,7.512573096,38.64492347,1.302885987,0.585194553,0.237699379,53.94686822
LabKpm05,Kancheepuram,Chenglepet,Peramanur,"12°47'21""","80°00'49""",04-07-2019,1239,8,144,165.24,69,7,546,59,0,427,0.51,7.2,2400,1040,0.9310415,0,12.52438,1.558786667,2.543940096,18.24482038,35.19448388,2.6499376,1.148306293,0.492490853,61.83276576
13011,Kancheepuram,Chengalpattu,Thiruporur Givt School,"12°43'10""","80°11'00""",04-07-2019,343,1,56,29.16,35,0.1,82,15,1.481975,198.4783,1.12,7.9,670,260,0.9446886,0,22.65778,7.01454,0.989310037,3.219674184,77.28984695,0.739774247,0.287076573,0.136339276,89.67656126
HP11929A,Kancheepuram,Thirukazhukkuntram,Manamathi,"12°39'25""","80°07'10""",04-07-2019,341,6,80,31.59,1,4,35,11,1.172149,248.8028,0.9,7.7,670,330,0.02395936,0,0.6455861,5.455753333,1.413300053,3.487980366,62.10791273,0.739774247,0.36436642,0.135544295,73.70463144
HP11930,Kancheepuram,Chengalpattu,Nellikuppam,"12°44'58""","80°07'55""",04-07-2019,1203,20,80,70.47,264,24,355,15,0,610,1.18,7.9,2190,490,5.189975,0.2074673,52.46317,7.01454,1.413300053,7.780879278,81.43037446,2.41806806,0.541028927,0.478181192,101.076372
HP11954,Kancheepuram,Chenglepet,Ponmar,"12°51'10""","80°10'40""",04-07-2019,815,7,88,35.235,141,33,248,108,0,262.3,0.31,7.8,1430,365,3.212208,0,42.98466,6.235146667,1.554630059,3.890439639,21.39272549,1.578921153,0.403011343,0.323954839,35.37882919
LabKpm06,Kancheepuram,Chenglepet,Kottamedu,"12°43'17""","80°06'44""",04-07-2019,337,3,60,42.525,1,4,128,12,1.163592,123.7864,0.37,8,660,325,0.02414,0,0.6551433,7.793933333,1.05997504,4.695358185,25.53325301,0.72873284,0.358845717,0.133954332,40.30405246
LabKpm21,Kancheepuram,Chenglepet,Ponmar(water Plant),"12°50'21""","80°10'17""",04-07-2019,1098,4,160,57.105,170,8,528,66,0,183,0.55,7.6,2030,635,2.936317,0,36.45695,4.67636,2.826600107,6.305195277,37.95483555,2.241405553,0.701129323,0.436444679,55.14197049
LabKpm22,Kancheepuram,Chenglepet,Tiruporur Bdo Office,"12°43'10""","80°11'07""",04-07-2019,629,2,56,47.385,117,1,223,39,0,274.5,0.9,7.7,1180,335,2.781804,0,43.09723,5.455753333,0.989310037,5.231970549,62.10791273,1.302885987,0.369887123,0.250021587,75.70774134
11903,Kancheepuram,Thirukazhukkuntram,Kuzhipanthandalam,"12°37'24""","80°06'52""",05-07-2019,437,4,68,58.32,6,13,17,20,1.768624,298.1998,0.6,7.8,880,410,0.1289499,0,2.970453,6.235146667,1.201305045,6.439348368,41.40527515,0.971643787,0.452697673,0.173703392,56.87912008
11904,Kancheepuram,Thirukazhukkuntram,Nathankariyachery,"12°34'17""","80°06'30""",05-07-2019,659,15,96,46.17,51,39,170,23,0,335.5,0.91,7.5,1800,430,1.070411,0,18.79027,3.896966667,1.695960064,5.097817458,62.79800064,1.9874532,0.474780487,0.261946305,76.21292482
13008,Kancheepuram,Thirukazhukkuntram,Agatheswaramangalam,"12°35'20""","80°10'40""",05-07-2019,315,2,80,20.655,5,4,32,12,0.2954903,249.6982,0.05,7.1,600,285,0.1289184,0,3.617646,0.779393333,1.413300053,2.280602547,3.450439596,0.6624844,0.31468009,0.125209539,9.026109559
HP11964,Kancheepuram,Thirukazhukkuntram,Panangattucherry,"12°30'05""","80°04'55""",05-07-2019,875,2,86,65.61,165,1,408,33,0,213.5,0.43,7.8,1690,485,3.260509,0,42.4846,6.235146667,1.519297557,7.244266914,29.67378052,1.865997727,0.535508223,0.347804275,47.42180189
HP13006,Kancheepuram,Thirukazhukkuntram,P.v.kalathur,"12°37'04""","79°58'31""",05-07-2019,581,7,78,32.805,81,0.1,124,96,0,274.5,0.21,7.4,1010,330,1.940683,0,34.82243,3.117573333,1.377967552,3.622133457,14.4918463,1.115182073,0.36436642,0.230942039,24.32001118
LabKpm07,Kancheepuram,Thirukazhukkuntram,Amur,"12°39'40""","80°08'27""",05-07-2019,253,2,54,27.945,1,2,57,5,0.9431791,159.0253,0.45,7.8,510,250,0.02752567,0,0.8547271,6.235146667,0.953977536,3.085521093,31.05395636,0.56311174,0.276035167,0.100565122,42.26831369
LabKpm08,Kancheepuram,Thirukazhukkuntram,Sadras,"12°31'43""","80°09'40""",05-07-2019,309,2,96,12.15,2,0.1,82,1,1.03162,173.9368,0.2,7.8,590,290,0.05112633,0,1.479447,6.235146667,1.695960064,1.34153091,13.80175838,0.651442993,0.320200793,0.122824595,24.16886441
LabKpm23,Kancheepuram,Thirukazhukkuntram,T.k.kundram(ib),"12°36'30""","80°03'45""",05-07-2019,360,4,68,19.44,41,0.1,71,6,0.4211895,224.5688,0.39,7.3,680,250,1.128686,0,26.30701,2.33818,1.201305045,2.146449456,26.91342885,0.750815653,0.276035167,0.143096616,33.76931078
11902,Kancheepuram,Thirukazhukkuntram,Nenmeli,"12°39'57""","80°01'03""",05-07-2019,248,4,40,35.235,1,0.1,46,12,0.5964466,159.3837,0.05,7.6,490,245,0.02780202,0,0.8802204,4.67636,0.706650027,3.890439639,3.450439596,0.541028927,0.270514463,0.098577669,13.63401032
13158,Kancheepuram,Sriperumbudur,Maduramangalam,"12°57'00""","79°49'00""",02-07-2019,830,2,30,34.02,253,3,184,12,0,610,0.36,7.6,1540,215,7.508253,5.702109,71.56161,4.67636,0.52998752,3.756286548,24.84316509,1.700376627,0.237390243,0.329917198,36.07348323
13159,Kancheepuram,Sriperumbudur,Sriperumbudur(b.d.o.offi),"12°58'00""","79°47'30""",02-07-2019,284,2,74,18.225,7,0.1,71,29,0.3704195,124.6138,0.05,7.5,550,260,0.1889654,0,5.536338,3.896966667,1.307302549,2.012296365,3.450439596,0.607277367,0.287076573,0.11288733,11.67424645
A13001,Kancheepuram,Sriperumbudur,Sriperumbudur Pwd Tank,"12°58'21""","79°56'27""",02-07-2019,825,4,110,51.03,92,23,170,209,0,305,1.01,7.4,1430,485,1.818171,0,28.0261,3.117573333,1.943287573,5.634429822,69.69887984,1.578921153,0.535508223,0.327929745,82.83652969
LabKpm26,Kancheepuram,Sriperumbudur,Panrutti Kandigai,"12°53'08""","80°00'46""",02-07-2019,790,3,60,40.095,184,0.1,234,88,0,341.6,0.59,7.5,1430,315,4.51177,0,55.9699,3.896966667,1.05997504,4.427052003,40.71518723,1.578921153,0.34780431,0.314017574,52.33992398
